,pH,pH,Total Dissolved Solids (mg/L),Total Dissolved Solids (mg/L),Temperature,Temperature,Turbidity (NTU),Turbidity (NTU),Chloride (mg/L),Chloride (mg/L),Electrical Conductivity (µS/cm) at 25°C),Electrical Conductivity (µS/cm) at 25°C),Fluoride (mg/L),Fluoride (mg/L),Sodium (mg/L),Sodium (mg/L)
Gomati,7.291538461538462,0.4892655406124257,88.96153846153847,51.94098475612392,26.77692307692308,2.6836398933022068,94.6846153846154,111.2412981327367,11.498461538461537,18.194254975199293,138.2,78.64555507677044,0.1,0.02645751311064591,10.279230769230768,10.989802441004464
Gondia,8.07625,0.4448093492080143,174.975,49.24935822642043,22.75,3.615443067098218,7.06875,12.416492991754383,13.02875,8.276609791627074,321.7375,81.06855894858377,0.2675,0.11949297648218254,14.688749999999999,1.4912165455473878
Gorakhpur,8.102631578947369,0.18190888280001308,215.16666666666666,61.393569188789,26.113552631578948,4.912817104748221,13.37719298245614,4.734148790771831,11.923157894736843,3.309425949606455,392.9780701754386,99.89873485793159,0.15561403508771932,0.05609989654586641,9.999561403508773,3.2915925180044754
Guna,8.065833333333334,0.3042441334744567,388.6666666666667,242.31181253243437,24.665000000000003,4.436744791829487,135.47041666666667,216.58488171332587,60.63958333333333,72.44253299530162,617.0375,384.615589921768,0.1875,0.05899520982765206,42.08958333333333,35.6156010611821
Guntur,8.128571428571428,0.14722338562444892,647.0,152.59650162337374,24.857142857142858,1.4064216928154862,5.642857142857143,3.15270684326349,115.99214285714287,50.864581326464126,968.3857142857142,200.7068043656749,0.8200000000000001,0.2680126288643303,88.17857142857143,17.1901778113786
Hailakandi,7.445,0.6184140178196946,100.15350000000001,45.36974850870997,26.5905,4.12086868487079,143.45525,196.6380049082447,6.10625,1.8554710335680953,153.79500000000002,69.85289653154086,0.10727500000000001,0.05360060633985403,10.7725,13.867365444055128
Hamirpur,7.979747474747475,0.25696675972336946,344.57070707070704,166.4414122329431,23.21828282828283,4.829659958057612,25.651515151515152,43.38126069420472,46.03459595959596,42.2155933683276,524.1616161616162,256.52843252121386,0.37752525252525254,0.128625837054838,55.08060606060606,39.124472648675
Hapur,7.788358208955224,0.28350937676185434,134.82089552238807,34.889837616172095,21.02238805970149,6.297902991437088,15.402985074626866,4.929993857923943,10.231641791044776,2.616681102265677,251.62686567164178,60.38383182680397,0.18761194029850747,0.05870030592658925,7.492537313432836,2.2194261770567616
Hardoi,7.861492537313433,0.3418676588324575,239.91044776119404,94.9075676874185,23.917910447761194,5.872275006284587,21.37313432835821,32.17746050062934,15.974328358208956,8.228559140390916,444.97014925373134,147.99109004191965,0.2862686567164179,0.12537018906320596,13.532835820895523,6.063586998701234
Haridwar,7.662564102564103,0.5216047437943431,211.78927350427352,151.27196109251264,17.462307692307693,4.054480885706407,1.5675213675213675,2.3297922713062773,28.85273504273504,29.040622403264386,408.1335042735043,289.18339698901315,0.38508547008547006,0.122145489317075,23.12371794871795,24.894133378679214
Hassan,7.854431818181819,0.28346169488580375,128.93295454545455,89.76846817909274,22.02840909090909,2.848917543354172,10.110227272727274,16.37035847254056,18.698863636363637,12.375330246150957,187.38636363636363,90.6461795672044,0.14170454545454547,0.14619944569689014,12.92528409090909,6.743349733857566
Haveri,8.003571428571428,0.2929594813825944,278.14285714285717,143.717578145616,24.782653061224487,0.8221201545368448,30.59908163265306,50.49715131470768,53.87255102040817,33.31226953650303,442.83673469387753,221.34866342853527,0.26885714285714285,0.18508994748444285,40.22081632653061,25.249041491390475
Idukki,6.69939393939394,0.20882018870818297,49.663636363636364,22.164890849350833,24.939393939393938,1.708240943547522,3.4727272727272727,3.1719742203469203,7.384848484848485,3.3938474859038323,73.71212121212122,32.80672337318752,0.03,0.01905255888325765,4.262727272727273,2.0061674791864847
Imphal East,7.198571428571428,0.7373221521451505,81.45,37.55944519128209,26.771428571428572,3.032751624776157,67.85714285714286,54.18324626509725,6.992857142857143,2.521850445670732,124.88571428571429,58.85001610538774,0.08264285714285714,0.03373107935251575,7.473571428571428,2.314910223023636
Jajapur,7.483148148148148,0.1984451264305906,96.325,25.942437059112965,26.416666666666668,4.3052732036992225,10.596296296296297,17.549788613068316,25.499074074074073,7.570271864841913,162.2314814814815,39.200865527959444,0.29333333333333333,0.08149545652342997,8.431296296296297,2.9955904991927635
Jalaun,7.9962,0.23150493010585452,323.66875,166.05534460927186,24.843000000000004,4.385282718663992,21.814,45.667100018729066,44.7188,42.90210870360662,497.4007,258.6890314887216,0.38115000000000004,0.1257147504967588,49.8271,35.39260355671241
Jammu,7.990309734513274,0.43859005571431353,148.88305309734514,54.32916310349403,16.408938053097344,6.849605453400702,4.801327433628318,5.399666492487152,9.552787610619468,6.52759610127319,244.0821238938053,89.20722941258197,0.19169911504424778,0.10527364426574752,7.159823008849557,3.283949108362169
Janjgir - Champa,8.13614537444934,0.45374661658755067,144.3081497797357,83.04143842628737,25.85770925110132,4.198304087758737,22.822070484581495,51.17378714367706,21.032422907488986,20.437819136840474,278.2638766519824,140.07534670324156,0.45929515418502204,0.24493353808331664,21.31385462555066,16.940931358922914
Jaunpur,8.405079365079365,0.42604365228318297,308.26190476190476,85.22273673816665,26.883333333333336,5.8816290260437185,5.923015873015872,4.215460358222579,32.136587301587305,10.597320050858023,473.44444444444446,135.40508442776027,0.3974761904761905,0.24466531308825007,32.92809523809523,14.864720311625684
Jhajjar,7.67,,876.0,,26.0,,3.33,,184.88,,1391.0,,0.47,,148.34,
Jhalawar,8.249772727272727,0.2536018545560138,280.59090909090907,154.62111504499953,28.425,2.6887470065285584,44.94886363636363,136.88342450176285,29.201590909090907,28.300556321525242,436.39090909090913,253.26255226651588,0.32,0.1391502450507164,23.5475,22.74402739131186
Jharsuguda,7.785681818181818,0.36380033961445696,79.96363636363637,27.538591027350524,25.488636363636363,3.44135018858985,25.10727272727273,39.25376920806676,9.463863636363637,4.160793873215919,149.36363636363637,38.64776590858981,0.3054545454545454,0.08803948758487404,12.611818181818181,8.87845007234391
Jorhat,7.65,0.39832461636208216,106.61176470588236,34.76517442702073,24.794117647058822,2.8979455197249857,50.39058823529412,56.02631976029082,4.443529411764707,2.1606652366125303,162.09411764705882,51.945229215350416,0.12411764705882355,0.0861001468878982,6.021176470588236,2.567457113451316
Kalaburagi,8.239374999999999,0.10554422453802635,416.6875,217.9641312234653,24.6875,0.8732124598286486,10.5625,13.754847630320494,45.840625,29.91147972908284,586.7375,228.62624776404536,0.51875,0.12595634164265015,41.6375,20.93169829071051
Kalahandi,8.117076923076922,0.274241699264326,103.3876923076923,45.134180187013996,23.613846153846154,4.225365255035535,48.97092307692308,85.56229426058312,12.69,17.287237163584006,197.53076923076924,83.0373540249299,0.3069230769230769,0.09777082701595918,12.21846153846154,4.9063843073238615
Kannauj,7.980862944162436,0.2810598863076831,209.0203045685279,84.91802526079182,23.390355329949237,7.32128281218214,17.80203045685279,21.088162748355025,24.78329949238579,15.927643431540517,389.2741116751269,139.41472409958348,0.23081218274111676,0.08918766189612244,18.45837563451777,10.61977330751823
Kannur,6.861136363636363,0.3330284987392458,30.3525,7.676938926360544,27.34090909090909,0.9053633940381458,6.579545454545454,10.924978410823318,5.957272727272727,1.9315138822639704,51.744090909090914,9.8578719148312,0.21481818181818182,0.2655147937653291,3.3625,1.1520782535598793
Kanpur Dehat,8.07060606060606,0.253910213009237,262.5,64.0346660921915,22.651515151515152,5.905648988611664,31.46969696969697,56.52398257430739,24.627727272727274,14.248116830542315,411.9848484848485,132.57038681095966,0.3753030303030303,0.11182706012093574,32.925606060606064,14.544433471663824
Kanyakumari,6.960416666666667,0.24121935113568044,127.72500000000001,52.06544585590248,25.6875,2.27850303641591,6.258333333333333,7.519766223624974,20.841666666666665,6.486636206491182,187.70000000000002,73.69324197674761,0.081875,0.06445106839604216,13.555416666666666,4.771570682213807
Karaikal,8.001111111111111,0.22744264932100658,329.65555555555557,84.1511750005207,26.022222222222222,1.5252374262222943,99.44444444444444,90.32052272544055,67.13277777777779,33.64736479693139,549.6111111111111,139.86958778555683,0.5188888888888888,0.1283917615910166,58.486111111111114,22.665633554887545
Karauli,8.19723076923077,0.4644906743288411,377.10769230769233,109.16760667044895,25.560000000000002,5.5321729455974165,74.88569230769231,188.1928323801915,65.17861538461538,27.473649356981753,595.0583076923077,180.46305159894598,0.2869230769230769,0.10786164571053333,50.33076923076923,19.298348642734652
Karbi Anglong,7.5521052631578955,0.5175574541535741,125.13157894736842,43.52850017137364,24.681578947368422,3.3730934765741334,104.66263157894737,194.23971782845246,7.105263157894737,3.315001721773721,190.02894736842106,65.5800847649722,0.15157894736842104,0.06140368488764286,10.614473684210527,4.998277377510377
Karimganj,7.25754716981132,0.6538757399606929,77.62075471698112,41.161218484293634,26.790754716981134,3.674866742249932,94.21169811320755,128.91958981258657,6.073018867924528,1.9855425386312122,118.86415094339623,63.25822261644854,0.08869811320754718,0.037645402674501956,6.6499999999999995,2.5455458837258944
Karnal,8.136461538461539,0.3783575969289449,215.95153846153846,129.92845806960906,22.855384615384615,5.743448190363052,166.8386153846154,209.70166548185873,12.97846153846154,7.318809293263068,318.89230769230767,80.31973276321233,0.30938461538461537,0.13749860139148826,10.545846153846155,6.145807740928895
Karur,8.096,0.2665145399410691,469.8,384.7683718810579,29.0,2.23606797749979,55.0,112.05578967639289,158.144,184.1901888809499,820.0600000000001,691.2655842727887,0.642,0.30841530441921977,92.152,93.08851980776147
Kasaragod,6.997272727272727,0.28433818413964523,71.91090909090909,231.43951362920248,27.704545454545453,1.6226528014843173,13.015454545454547,17.886401155632495,29.41818181818182,139.15102766039107,133.9309090909091,455.11700820480644,0.20702272727272727,0.225618889263264,15.426590909090908,70.27139726911892
Kasganj,7.4909375,0.32117699590477006,371.8125,173.87533163844998,24.4284375,6.130719737842226,18.0,8.339997335464536,67.44859375,38.45686492546986,679.875,295.8130308258059,0.274375,0.11622194148498671,44.0765625,21.521548759601497
Kaushambi,7.8748387096774195,0.26002989699158663,218.51612903225808,44.13939986945378,25.969354838709677,5.638351948193505,5.754838709677419,3.571961734019089,28.866935483870968,10.009970371995534,333.14516129032256,69.08817050748934,0.23441935483870968,0.06111144036789874,19.175967741935484,9.791816499485583
Khagaria,8.069714285714285,0.4112283301230573,142.73714285714286,115.64578547218655,22.534285714285716,4.349167794440872,53.05142857142857,75.17327971555635,15.441714285714287,26.336706489982685,221.4857142857143,177.68997645081853,0.24399999999999997,0.06390249926070736,23.211714285714283,28.538959695549543
Khammam,8.096666666666668,0.2973600317893229,461.4,178.59153936016813,24.4,2.1591824761972394,20.503333333333334,47.814422029582126,66.51833333333333,39.14380684562778,702.8133333333334,280.20614053835845,0.6883333333333332,0.29447888904292274,61.409666666666666,33.559044156719416
Kheda,7.80109375,0.32124320603031425,1065.015625,402.5017595224284,24.890625,3.3291268100600058,21.8125,13.193162009523109,400.204375,186.90356700270155,1692.43890625,685.3350514063076,0.6546875,0.14679614144403502,303.23203125,143.09935805852137
Kheri,8.09046875,0.16404054558321307,185.1875,47.33127929815547,23.59375,5.664477868595616,13.65625,5.451718092375115,8.3740625,1.8706103907887892,337.15625,90.16831153327593,0.14765625000000002,0.0536224955015106,6.359375,1.9057739127055984
Kodagu,7.83593220338983,0.2947478094684343,88.84745762711864,30.570333579289514,23.71186440677966,1.11495859607102,10.45084745762712,25.513851227163777,12.35593220338983,5.336157444377595,132.52542372881356,44.30978561345632,0.11866101694915254,0.19594964256062744,8.431016949152543,3.6922218779834313
Kokrajhar,7.521159420289855,0.4738128702094632,83.07391304347827,41.412816473725194,26.461449275362316,3.742382567359652,76.52710144927536,120.81156933668437,5.247971014492753,1.630872718110428,129.8057971014493,67.40269868060784,0.07434782608695652,0.03474606456215645,3.941739130434783,1.306869808225813
Kolhapur,7.522,0.33080798667902994,208.2875,123.7370828190036,25.1725,1.0986729624783775,31.113375,28.966689815112407,55.003750000000004,37.16663953897705,298.33775,175.84723340484842,0.0767625,0.03490320929352114,40.1175,28.01011921575866
Kollam,6.817575757575757,0.16311480433712763,32.24363636363636,6.033710414300338,26.23939393939394,1.2376740771350565,5.975757575757576,6.184659969585551,6.345454545454546,1.860122796533018,49.65363636363636,9.003471489577587,0.042121212121212115,0.09616741833118349,3.617272727272727,1.0259546552092127
Korba,7.736102564102564,0.4391418409087097,88.56974358974358,44.289631997920644,21.93697435897436,5.321458947919331,91.72215384615384,163.73351269316302,12.994564102564103,7.774132244461426,167.75384615384615,70.38619258252909,0.42687179487179483,0.37087380655141583,12.964461538461538,9.461412303434143
Kota,8.416701030927834,0.30592498538509305,389.5,157.31511065835593,25.483505154639175,5.011151924336518,41.2739175257732,110.90112619261846,65.00144329896908,39.35595063971694,609.5122164948453,253.30952816833567,0.38305154639175254,0.22389451490799503,50.02788659793814,29.619554302264465
Kottayam,6.603548387096774,0.20234538767656288,33.081935483870964,14.318550769160694,26.94516129032258,0.9939278007573192,4.396774193548388,3.6163041788514554,5.518709677419356,3.10495060823355,56.12903225806452,25.82137400873402,0.15938709677419355,0.28428503037378466,3.3819354838709677,1.8160844682169728
Kozhikode,6.703461538461538,0.28043303080452975,24.600576923076922,5.520498845554696,26.765384615384615,1.97304230253733,8.775,16.310538816071904,4.642307692307693,1.2215942899962464,41.308461538461536,10.334919559077823,0.11492307692307692,0.19879261498038367,2.8042307692307693,0.8101279157139349
Krishna,8.15531914893617,0.40175079374846406,519.3829787234042,160.0238505581467,26.095744680851062,2.8258094220801135,6.689361702127659,6.433682901004316,103.19808510638299,44.750229032122085,795.6404255319148,199.87395012593666,0.7587234042553193,0.2058135186044227,69.95,29.469722413528686
Krishnagiri,7.685818181818182,0.27333801424915305,679.5667272727272,90.62626142273153,23.354545454545455,2.406920437668432,50.263636363636365,44.70923081272278,182.3432727272727,30.056258795708633,1164.5890909090908,160.69915032701616,0.43981818181818183,0.08222577114918075,134.1509090909091,22.698954721628603
Kumuram Bheem,8.203,0.27463308856241786,295.78000000000003,50.347631523240494,22.47,3.7783153212333507,3.493,5.532536187560518,14.927000000000001,2.8557701821633565,561.12,97.90578010402541,0.6317,0.08053991419028068,40.095,10.449558470204481
Kurnool,8.26258064516129,0.24886365399465252,592.8387096774194,321.4422806429581,24.80322580645161,2.9147308476047153,10.774193548387096,10.704234917138653,100.05741935483871,52.148704296319245,852.8387096774194,432.5250741690547,0.5277419354838709,0.2085938586091699,85.93612903225807,59.07038522967998
Lakhimpur,7.545454545454546,0.2841254524453462,85.85454545454546,33.890628900519495,23.69090909090909,3.4578763845616414,85.81818181818181,103.99886363015528,1.2181818181818183,0.5510320894796995,127.9090909090909,50.353658348633516,0.16090909090909092,0.12501636256542945,3.5181818181818185,1.7313683500735375
Lalitpur,7.984339622641509,0.19593473632782654,200.67924528301887,114.52926626058807,24.22641509433962,3.688034234750386,9.928301886792454,26.38828686367153,15.583584905660377,2.916184344666069,278.79245283018867,35.20345180330937,0.2116981132075472,0.07787405633596921,16.004905660377357,3.7487631922672993
Lohit,8.216666666666667,0.7305249254246338,115.76666666666667,38.152413641428595,22.25,2.552449803620042,4.666666666666667,5.316640543300503,0.9833333333333334,0.6794605703546502,172.5,56.62419977359504,0.2733333333333333,0.17247221998532594,2.65,0.6090976933136423
Lower Dibang Valley,6.8,0.9899494936611668,56.45,16.33416664540925,23.45,3.6062445840513933,35.0,49.49747468305833,1.45,0.6363961030678927,84.5,24.748737341529164,0.05,0.01414213562373095,4.8999999999999995,4.525483399593904
Lower Subansiri,7.325,0.4924428900898053,40.725,15.632311622618925,23.325,3.283671725370855,35.75,27.825348155953055,1.375,0.47871355387816905,60.5,23.515952032609693,0.18,0.023094010767585032,3.65,0.8386497083606084
Lucknow,7.795151515151516,0.36252460413295107,307.3636363636364,127.78701780581885,25.196464646464644,6.360884402501943,18.828282828282827,15.764794295148066,33.39116161616162,15.111032785411055,558.664090909091,211.04462105217866,0.2918181818181818,0.10111423540606722,27.401515151515152,12.946945535835514
Madhubani,8.163382352941177,0.39483459712507224,188.5,54.0683646849199,23.086764705882356,4.77430637024319,28.991176470588236,44.26328196076905,14.316176470588236,10.263609244055521,290.6470588235294,79.57288308565708,0.23426470588235293,0.06467637406811526,16.923382352941175,13.654075943888516
Malappuram,7.103,0.4576150991252018,38.792,9.929326897206021,26.945,1.9648155129680747,37.8895,41.995559849884884,5.865,1.8362648014522938,69.7935,17.581980391118748,0.25125000000000003,0.24997913070789265,4.2245,1.1469615466412482
Malkangiri,8.073846153846155,0.2302005814334701,113.23076923076923,44.11944742430078,24.46153846153846,2.757274760078164,49.97692307692308,63.27329813128328,15.739230769230769,9.53998118581169,150.90769230769232,49.616688414592616,0.09692307692307692,0.023232382351872347,9.143076923076922,5.652464631490975
Mandsaur,8.13,,218.0,,26.0,,200.0,,45.7,,345.07,,0.38,,36.81,
Mandya,8.292429906542056,0.19591989661495265,282.7140186915888,109.24027563353275,25.69345794392523,2.463211243058861,5.187009345794393,8.531969979220914,35.11214953271028,19.425876101660172,467.05607476635515,165.90823968618295,0.2504018691588785,0.16332591908674474,36.262056074766356,22.522434129749414
Marigaon,7.6255319148936165,0.5540090776424809,114.835,42.38854391668041,26.142553191489363,3.046820636624989,100.28500000000001,155.42288234507689,6.851382978723404,5.382568560024393,177.89255319148938,63.35939515732012,0.15425531914893617,0.05638747214065531,7.334574468085107,3.316369197734956
Mathura,7.8346875,0.3027173534051717,830.40625,281.86478946380237,25.90625,6.062530520813028,64.27187500000001,108.51659376686665,175.28802083333335,77.51705783917284,1266.6853125,471.8170250535982,0.4471875,0.20754050016930745,131.09822916666667,57.79304084849102
Mayurbhanj,7.5541,0.2987316453936474,164.7341,49.85661712249429,27.04,4.417412744303543,5.367000000000001,10.061407968223453,33.8755,11.800919359408942,278.9488,81.10432639607836,0.365,0.17504112070994612,18.403499999999998,10.341209058808348
Mirzapur,8.202131147540983,0.2382023982113978,313.75409836065575,85.1079032244176,27.40655737704918,5.5015412644233646,7.916393442622951,5.48948055611424,51.33327868852459,20.3485640542776,475.3213114754098,147.40299987308498,0.3361803278688525,0.11710187988766042,40.517377049180325,20.675972439979642
Moradabad,7.761287878787879,0.31739734844279865,207.68939393939394,83.05779580451613,22.009393939393938,5.797294678044676,15.545454545454545,6.362297866569616,21.824924242424242,14.29049812411864,374.17424242424244,144.44019318672568,0.1653030303030303,0.09937544963796224,16.896212121212123,10.387297037291301
Mulugu,8.1,0.27878306978724515,179.75,70.7111495216042,26.25,1.6532795690182995,21.625,23.044522125659274,24.12,16.5915858193242,247.98,111.88942476093679,0.22187500000000002,0.07652613932506983,16.828125,7.642697794845309
Munger,8.132631578947368,0.36290252908189435,239.05263157894737,129.96643741289967,23.45263157894737,6.026088506656577,8.047368421052632,13.102135891230889,34.43105263157894,24.13806811167254,375.4736842105263,196.3631466953943,0.4757894736842105,0.22186872468681124,39.08052631578947,17.070877564399364
Muzaffarpur,8.12311475409836,0.37030861446279545,240.39344262295083,74.02776026341391,25.67377049180328,4.6529883458319645,7.139508196721311,12.180877695008888,15.640983606557377,6.891289116200257,373.08196721311475,110.51912279208628,0.2378688524590164,0.06488746037302742,24.131639344262293,13.770722225108342
Nabarangapur,7.822500000000001,0.3052309110999559,95.25,22.951034835057005,24.5,1.9771421064483223,50.975,69.64296120538346,11.012500000000001,3.5022126123092794,233.4333333333333,348.7507349834766,0.12833333333333333,0.03785938897200183,10.2275,4.290685736675326
Nagaon,7.577083333333333,0.5222732848403899,74.235,34.36824381036505,25.066666666666666,3.1710191293715932,50.72833333333333,50.59273840888774,5.37375,1.906304899423284,123.7,62.27065049478348,0.16375,0.05289961781730932,6.6675,1.9309723840143564
Nagapattinam,8.026923076923076,0.20753350053944006,324.6923076923077,66.22047371063981,27.96153846153846,2.323458959926243,60.26923076923077,61.583476804940275,63.90615384615384,15.023780902801555,542.3076923076923,110.16633577668604,0.5038461538461538,0.12403473458920847,53.79230769230769,14.641145394453895
Nagarkurnool,8.263333333333334,0.1624661136829402,451.3333333333333,113.41495660164215,20.266666666666666,1.0327955589886444,13.0,13.288018233409696,78.852,28.3856143646239,667.24,123.42205058833119,0.7260000000000001,0.08322087650171853,60.74933333333333,13.973687756773783
Nagpur,8.045555555555556,0.3454106204679093,378.9111111111111,175.8793366082316,22.98888888888889,6.011546623827974,33.38444444444444,75.21106381551479,53.43277777777777,30.445143494789125,664.3055555555555,393.2215817071355,0.48500000000000004,0.22104697398037898,44.102222222222224,28.639817522331015
Nalbari,7.787951807228915,0.5900697747830741,143.49156626506024,57.364436600922765,26.13855421686747,3.1449468305754613,83.59939759036145,155.94435931078812,6.168795180722891,3.7575437610324722,209.79397590361447,68.7364893143933,0.14710843373493976,0.06061735484572472,11.42855421686747,13.629857481184112
Nalgonda,8.195967741935483,0.2838058657500962,606.8387096774194,182.7479849902042,26.032258064516128,2.531394625889665,5.129032258064516,4.385086016943287,106.32225806451612,42.679160016752796,914.5629032258065,260.4611781486459,0.8532258064516128,0.3044574545288577,85.72129032258064,29.494858261763937
Namsai,7.720000000000001,0.40865633483405017,103.35999999999999,13.858138403118943,22.72,2.857796353836292,8.2,5.403702434442518,1.1,0.4183300132670378,121.13199999999999,69.5664223602163,0.144,0.08876936408468859,6.12,1.7282939564784687
Nanded,8.19516129032258,0.18699146090560595,425.3225806451613,88.9563140336402,24.677419354838708,2.599834568765145,12.503225806451614,17.111487055405554,67.9767741935484,22.300620079136333,619.1870967741935,89.05542746677669,0.24838709677419354,0.060613352445015395,47.026774193548384,11.520340963442813
Narmada,8.221875,0.15820740606347583,188.375,8.212794895770866,24.375,3.9475730941090044,0.8575,0.22335323294429088,16.494375,1.2247283712453698,308.59375,10.78823240078435,0.23625000000000002,0.023057898140695025,14.619375,0.9711400087869234
Nashik,7.8082142857142856,0.45868615568598675,285.17857142857144,112.90869912732295,24.7,1.7863681342632356,5.385714285714286,7.494625940593566,30.064999999999998,10.138807549141,410.02500000000003,149.94276346264536,0.2935714285714286,0.16067483348801737,21.266785714285714,7.794756572623356
Nilgiris,7.4740625,0.19305455312908582,70.5984375,18.573002625103374,23.234375,1.800467569200273,60.753125,102.19245911316929,15.3053125,4.339110198940376,123.953125,32.79845899581259,0.145625,0.19919090373064796,9.028125,2.5327830383502725
Nizamabad,8.243,0.15017575909809708,327.1333333333333,93.733935022022,24.433333333333334,2.269487764374083,16.07,34.13140075123462,36.24466666666667,13.163457184853499,464.6333333333333,106.80482145042643,0.49166666666666664,0.12362577940435136,34.64366666666667,7.842780771504775
